Account No,Hour,DayOfWeek,DayOfMonth,MonthOfYear,Third Party Name,Amount,Prediction,Risk Category
116598243.0,18,5,21,10,fatface,280.0,1.0,No Risk
116598243.0,22,2,18,1,sainsburylocal,25.3,1.0,No Risk
117273481.0,2,6,1,10,lloydspharmacy,18.93,-1.0,Low Risk
117273481.0,4,5,17,6,tesco,6.91,1.0,No Risk
117273481.0,4,5,19,8,fatface,16.96,1.0,No Risk
117273481.0,5,0,7,8,sainsburylocal,3.94,1.0,No Risk
117273481.0,6,2,4,10,looselyfitted,2.45,1.0,No Risk
117273481.0,6,3,20,7,etsy,2.6,1.0,No Risk
117273481.0,8,2,23,8,tesco,20.8,1.0,No Risk
117273481.0,8,5,15,4,sainsbury,60.33,1.0,No Risk
117273481.0,9,0,1,5,coffee#1,5.7,1.0,No Risk
117273481.0,9,0,3,7,starbucks,6.8,1.0,No Risk
117273481.0,9,0,4,9,coffee#1,5.65,1.0,No Risk
117273481.0,9,0,4,12,coffee#1,6.0,1.0,No Risk
117273481.0,9,0,6,2,coffee#1,5.1,1.0,No Risk
117273481.0,9,0,8,5,coffee#1,5.7,1.0,No Risk
117273481.0,9,0,12,6,coffee#1,5.8,1.0,No Risk
117273481.0,9,0,13,3,coffee#1,5.65,1.0,No Risk
117273481.0,9,0,21,8,coffee#1,5.7,1.0,No Risk
117273481.0,9,0,22,5,coffee#1,4.95,1.0,No Risk
117273481.0,9,0,23,10,starbucks,5.7,1.0,No Risk
117273481.0,9,0,28,8,starbucks,5.15,1.0,No Risk
117273481.0,9,1,4,7,coffee#1,5.5,1.0,No Risk
117273481.0,9,1,16,5,coffee#1,6.15,1.0,No Risk
117273481.0,9,1,18,7,coffee#1,5.25,1.0,No Risk
117273481.0,9,1,21,2,coffee#1,5.7,1.0,No Risk
117273481.0,9,1,23,5,coffee#1,5.05,1.0,No Risk
117273481.0,9,1,24,10,coffee#1,7.1,1.0,No Risk
117273481.0,9,1,27,6,coffee#1,5.75,1.0,No Risk
117273481.0,9,2,1,2,coffee#1,6.1,1.0,No Risk
117273481.0,9,2,1,11,coffee#1,4.3,1.0,No Risk
117273481.0,9,2,2,8,starbucks,5.7,1.0,No Risk
117273481.0,9,2,5,4,coffee#1,6.5,1.0,No Risk
117273481.0,9,2,7,6,starbucks,5.65,1.0,No Risk
117273481.0,9,2,8,3,coffee#1,5.5,1.0,No Risk
117273481.0,9,2,8,11,coffee#1,5.7,1.0,No Risk
117273481.0,9,2,9,8,starbucks,5.65,1.0,No Risk
117273481.0,9,2,13,9,coffee#1,6.2,1.0,No Risk
117273481.0,9,2,17,5,coffee#1,5.8,1.0,No Risk
117273481.0,9,2,18,10,coffee#1,5.7,1.0,No Risk
117273481.0,9,2,22,2,coffee#1,5.5,1.0,No Risk
117273481.0,9,2,25,10,coffee#1,7.1,1.0,No Risk
117273481.0,9,2,31,5,coffee#1,4.7,1.0,No Risk
117273481.0,9,3,10,8,coffee#1,6.8,1.0,No Risk
117273481.0,9,3,14,9,coffee#1,6.8,1.0,No Risk
117273481.0,9,3,14,9,tesco,88.3,1.0,No Risk
117273481.0,9,3,15,6,coffee#1,5.4,1.0,No Risk
117273481.0,9,3,23,11,starbucks,5.5,1.0,No Risk
117273481.0,9,4,1,12,coffee#1,5.3,1.0,No Risk
117273481.0,9,4,2,6,coffee#1,6.45,1.0,No Risk
117273481.0,9,4,4,8,coffee#1,5.5,1.0,No Risk
117273481.0,9,4,6,10,coffee#1,5.5,1.0,No Risk
117273481.0,9,4,17,2,starbucks,6.5,1.0,No Risk
117273481.0,9,4,23,6,coffee#1,5.5,1.0,No Risk
117273481.0,9,4,27,10,coffee#1,5.3,1.0,No Risk
117273481.0,9,5,6,5,brilliantbrushes,17.97,1.0,No Risk
117273481.0,9,5,8,4,brilliantbrushes,1.99,1.0,No Risk
117273481.0,9,5,8,7,theworks,39.95,1.0,No Risk
117273481.0,9,5,19,8,topshop,63.0,1.0,No Risk
117273481.0,9,6,6,8,topshop,93.77,1.0,No Risk
117273481.0,9,6,11,6,theworks,16.98,1.0,No Risk
117273481.0,9,6,30,4,topshop,63.38,1.0,No Risk
117273481.0,10,5,1,7,brilliantbrushes,49.99,1.0,No Risk
117273481.0,10,5,21,10,theworks,28.95,1.0,No Risk
117273481.0,10,6,5,2,theworks,39.96,1.0,No Risk
117273481.0,10,6,6,8,matalan,13.29,1.0,No Risk
117273481.0,10,6,20,8,brilliantbrushes,6.99,1.0,No Risk
117273481.0,10,6,23,7,reebok,174.98,1.0,No Risk
117273481.0,11,6,6,8,fatface,81.19,1.0,No Risk
117273481.0,11,6,19,2,fatface,3.74,1.0,No Risk
117273481.0,11,6,19,2,topshop,7.49,1.0,No Risk
117273481.0,12,5,11,3,matalan,18.75,1.0,No Risk
117273481.0,12,5,19,8,looselyfitted,81.89,1.0,No Risk
117273481.0,13,6,29,10,matalan,69.3,1.0,No Risk
117273481.0,14,6,29,10,matalan,105.69,1.0,No Risk
117273481.0,14,6,30,4,matalan,34.48,1.0,No Risk
117273481.0,15,6,5,11,matalan,39.77,1.0,No Risk
117273481.0,17,0,11,9,theworks,11.98,1.0,No Risk
117273481.0,17,0,14,8,fivesensesart,14.99,1.0,No Risk
117273481.0,17,1,7,11,brilliantbrushes,18.97,1.0,No Risk
117273481.0,17,1,7,11,theworks,6.99,1.0,No Risk
117273481.0,17,1,15,8,theworks,15.98,1.0,No Risk
117273481.0,17,1,21,3,theworks,6.99,1.0,No Risk
117273481.0,17,1,26,9,fatface,35.0,1.0,No Risk
117273481.0,17,1,31,10,brilliantbrushes,49.99,1.0,No Risk
117273481.0,17,2,1,3,fivesensesart,69.98,1.0,No Risk
117273481.0,17,2,29,3,fivesensesart,15.98,1.0,No Risk
117273481.0,17,3,9,11,lloydspharmacy,9.9,1.0,No Risk
117273481.0,17,3,11,5,theworks,22.97,1.0,No Risk
117273481.0,17,4,27,10,theworks,16.98,1.0,No Risk
117273481.0,17,6,29,10,topshop,43.37,1.0,No Risk
117273481.0,17,6,30,4,topshop,64.12,1.0,No Risk
117273481.0,18,0,7,8,hobbylobby,9.99,1.0,No Risk
117273481.0,18,1,5,9,cooplocal,1.15,1.0,No Risk
117273481.0,18,1,6,6,hobbylobby,12.98,1.0,No Risk
117273481.0,18,2,5,7,hobbylobby,16.49,1.0,No Risk
117273481.0,18,2,6,9,looselyfitted,8.39,1.0,No Risk
117273481.0,18,2,6,9,topshop,126.7,1.0,No Risk
117273481.0,18,3,27,4,hobbylobby,29.99,1.0,No Risk
117273481.0,18,4,29,9,hobbylobby,12.98,1.0,No Risk
117273481.0,18,6,19,2,revella,32.61,1.0,No Risk
117273481.0,18,6,30,4,matalan,22.12,1.0,No Risk
117273481.0,19,1,4,7,sainsbury,236.98,-1.0,High Risk
117273481.0,19,2,26,4,tesco,56.11,1.0,No Risk
117273481.0,19,4,1,12,sainsbury,180.4,-1.0,High Risk
117273481.0,19,4,14,4,revella,6.74,1.0,No Risk
117273481.0,20,1,7,3,boots,13.29,1.0,No Risk
117273481.0,20,4,20,10,amazon,24.96,1.0,No Risk
117273481.0,21,3,20,4,sainsbury,97.41,1.0,No Risk
117308635.0,2,6,30,7,deliveroo,33.28,-1.0,Low Risk
117308635.0,4,2,22,11,justeat,19.08,1.0,No Risk
117308635.0,4,3,19,10,amazon,21.95,1.0,No Risk
117308635.0,4,4,24,3,etsy,12.11,1.0,No Risk
117308635.0,9,0,7,8,theworks,16.04,1.0,No Risk
117308635.0,9,0,27,2,stitchbystitch,18.04,1.0,No Risk
117308635.0,9,3,21,9,tesco,49.96,1.0,No Risk
117308635.0,10,4,27,10,stitchbystitch,17.57,1.0,No Risk
117308635.0,11,2,20,9,theworks,10.03,1.0,No Risk
117308635.0,11,2,28,6,etsy,32.65,1.0,No Risk
117308635.0,11,3,21,9,revella,4.51,1.0,No Risk
117308635.0,12,0,21,8,sportsdirect,58.21,1.0,No Risk
117308635.0,12,1,28,11,selfridges,43.37,1.0,No Risk
117308635.0,12,2,12,7,tesco,149.33,1.0,No Risk
117308635.0,12,2,13,9,boots,9.39,1.0,No Risk
117308635.0,12,3,2,2,sportsdirect,35.07,1.0,No Risk
117308635.0,12,5,28,1,blackwell's,34.02,1.0,No Risk
117308635.0,12,5,28,1,sportsdirect,10.01,1.0,No Risk
117308635.0,13,3,5,10,sportsdirect,25.1,1.0,No Risk
117308635.0,13,3,25,5,tesco,67.94,1.0,No Risk
117308635.0,13,6,1,1,blackwell's,4.99,1.0,No Risk
117308635.0,14,6,26,11,sportsdirect,69.28,1.0,No Risk
117308635.0,15,0,4,12,sportsdirect,67.26,1.0,No Risk
117308635.0,15,2,8,2,sportsdirect,163.32,1.0,No Risk
117308635.0,15,2,28,6,topshop,154.69,1.0,No Risk
117308635.0,16,2,19,4,stitchbystitch,10.02,1.0,No Risk
117308635.0,16,3,6,7,cooplocal,2.63,1.0,No Risk
117308635.0,16,4,29,9,sportsdirect,85.33,1.0,No Risk
117308635.0,17,1,29,8,tesco,86.67,1.0,No Risk
117308635.0,17,4,28,7,tesco,87.91,1.0,No Risk
119943495.0,8,0,10,4,tesco,103.82,1.0,No Risk
119943495.0,8,1,28,2,tesco,139.49,1.0,No Risk
119943495.0,8,2,5,4,tesco,87.04,1.0,No Risk
119943495.0,8,2,7,6,tesco,36.49,1.0,No Risk
119943495.0,8,4,9,6,tesco,39.44,1.0,No Risk
119943495.0,9,0,26,6,tesco,85.88,1.0,No Risk
119943495.0,9,0,30,10,tesco,91.95,1.0,No Risk
119943495.0,9,4,10,2,tesco,110.36,1.0,No Risk
119943495.0,12,0,13,2,justeat,39.35,1.0,No Risk
119943495.0,12,4,17,2,tesco,126.96,1.0,No Risk
119943495.0,12,4,23,6,tesco,45.87,1.0,No Risk
119943495.0,13,0,7,8,tesco,107.37,1.0,No Risk
119943495.0,13,0,23,10,tesco,66.95,1.0,No Risk
119943495.0,13,4,12,5,tesco,95.42,1.0,No Risk
119943495.0,13,4,20,1,deliveroo,42.55,1.0,No Risk
119943495.0,13,6,20,8,tesco,110.58,1.0,No Risk
119943495.0,14,5,12,8,tesco,143.98,1.0,No Risk
119943495.0,14,6,5,11,tesco,71.66,1.0,No Risk
119943495.0,15,0,9,1,tesco,98.21,1.0,No Risk
119943495.0,17,4,6,1,blackwell's,5.99,1.0,No Risk
119943495.0,18,1,29,8,deliveroo,34.18,1.0,No Risk
119943495.0,18,4,24,2,tesco,43.41,1.0,No Risk
119943495.0,19,4,2,6,tesco,85.9,1.0,No Risk
119943495.0,20,4,10,11,tesco,39.53,1.0,No Risk
119993184.0,0,6,19,3,deliveroo,31.73,1.0,No Risk
119993184.0,2,6,5,2,amazon,9.61,-1.0,Low Risk
119993184.0,4,5,18,2,fittedstitch,0.45,1.0,No Risk
119993184.0,8,0,13,11,tesco,33.86,1.0,No Risk
119993184.0,8,1,19,9,deliveroo,19.0,1.0,No Risk
119993184.0,8,3,1,6,tesco,58.83,1.0,No Risk
119993184.0,9,2,14,6,tesco,24.52,1.0,No Risk
119993184.0,9,2,21,6,tesco,70.58,1.0,No Risk
119993184.0,13,3,26,1,matalan,109.0,1.0,No Risk
119993184.0,15,6,23,7,tesco,32.5,1.0,No Risk
119993184.0,17,3,26,1,matalan,141.5,-1.0,Low Risk
119993184.0,18,1,17,10,tesco,1.12,1.0,No Risk
119993184.0,18,3,20,7,tesco,53.85,1.0,No Risk
119993184.0,18,4,24,2,tesco,69.39,1.0,No Risk
119993184.0,19,4,31,3,tesco,57.97,-1.0,Low Risk
119993184.0,20,2,29,11,tesco,28.46,-1.0,Low Risk
120634201.0,3,0,9,10,deliveroo,15.99,1.0,No Risk
120634201.0,4,5,18,11,justeat,22.49,1.0,No Risk
120634201.0,4,5,21,10,justeat,20.5,1.0,No Risk
120634201.0,5,0,23,10,justeat,24.15,1.0,No Risk
120634201.0,5,1,10,10,deliveroo,14.19,1.0,No Risk
120634201.0,5,6,26,11,deliveroo,23.94,1.0,No Risk
120634201.0,6,4,1,12,justeat,13.38,1.0,No Risk
120634201.0,6,4,3,11,justeat,19.89,1.0,No Risk
120634201.0,7,1,14,11,sainsburylocal,62.64,1.0,No Risk
120634201.0,8,0,3,4,tesco,41.04,1.0,No Risk
120634201.0,8,2,22,11,topshop,26.18,1.0,No Risk
120634201.0,8,4,11,8,tesco,92.61,1.0,No Risk
120634201.0,8,6,15,10,justeat,24.23,1.0,No Risk
120634201.0,9,5,26,8,tesco,78.88,1.0,No Risk
120634201.0,10,0,8,5,tesco,82.33,1.0,No Risk
120634201.0,11,1,24,10,stitchbystitch,17.57,1.0,No Risk
120634201.0,12,0,25,9,fatface,181.3,1.0,No Risk
120634201.0,12,1,1,8,stitchbystitch,9.95,1.0,No Risk
120634201.0,13,0,23,1,tesco,23.28,1.0,No Risk
120634201.0,13,0,25,9,fatface,76.3,1.0,No Risk
120634201.0,13,1,5,9,deliveroo,20.0,1.0,No Risk
120634201.0,13,1,18,7,tesco,119.6,1.0,No Risk
120634201.0,13,1,28,2,topshop,185.5,1.0,No Risk
120634201.0,14,0,25,9,topshop,219.8,1.0,No Risk
120634201.0,14,0,28,8,fatface,277.9,1.0,No Risk
120634201.0,15,0,6,11,blackwell's,7.03,1.0,No Risk
120634201.0,15,0,9,10,stitchbystitch,15.01,1.0,No Risk
120634201.0,15,0,25,9,topshop,280.7,-1.0,Medium Risk
120634201.0,17,1,26,9,stitchbystitch,40.0,1.0,No Risk
120634201.0,17,2,22,2,tesco,70.56,1.0,No Risk
120634201.0,17,5,6,5,stitchbystitch,24.0,1.0,No Risk
120634201.0,17,6,3,9,theworks,29.98,1.0,No Risk
120634201.0,17,6,11,6,theworks,23.96,1.0,No Risk
120634201.0,17,6,15,10,theworks,7.01,1.0,No Risk
120634201.0,18,0,7,8,tesco,41.02,1.0,No Risk
120634201.0,18,2,8,11,hobbylobby,21.06,1.0,No Risk
120634201.0,18,2,22,3,tesco,41.59,1.0,No Risk
120634201.0,18,3,13,7,tesco,83.48,1.0,No Risk
120634201.0,18,4,31,3,tesco,23.78,1.0,No Risk
120634201.0,18,5,21,1,justeat,8.64,1.0,No Risk
120634201.0,18,6,22,10,justeat,21.23,1.0,No Risk
120634201.0,19,1,12,9,tesco,69.65,1.0,No Risk
120634201.0,19,2,23,8,tesco,33.43,1.0,No Risk
120634201.0,19,5,25,3,tesco,68.84,1.0,No Risk
120634201.0,20,2,1,2,tesco,81.04,-1.0,Low Risk
121113546.0,5,1,14,2,amazon,7.06,1.0,No Risk
121113546.0,8,0,19,6,tesco,44.2,1.0,No Risk
121113546.0,8,1,15,8,tesco,121.97,1.0,No Risk
121113546.0,9,0,2,10,tesco,110.44,1.0,No Risk
121113546.0,9,0,23,1,sportsdirect,35.98,1.0,No Risk
121113546.0,9,5,1,4,sportsdirect,12.99,1.0,No Risk
121113546.0,10,6,25,6,tesco,127.11,1.0,No Risk
121113546.0,11,2,1,3,sportsdirect,99.99,1.0,No Risk
121113546.0,13,5,2,12,revella,156.8,1.0,No Risk
121113546.0,13,6,27,8,tesco,101.47,1.0,No Risk
121113546.0,16,3,2,2,sportsdirect,61.97,1.0,No Risk
121113546.0,16,5,1,4,sportsdirect,144.98,1.0,No Risk
121113546.0,18,3,9,2,topshop,170.8,1.0,No Risk
121858569.0,9,5,30,9,reebok,9.99,1.0,No Risk
121858569.0,11,5,10,6,reebok,12.99,1.0,No Risk
121858569.0,11,6,27,8,matalan,117.5,1.0,No Risk
121858569.0,12,6,21,5,reebok,99.99,1.0,No Risk
121858569.0,12,6,27,8,matalan,140.0,1.0,No Risk
121858569.0,13,5,15,4,topshop,164.0,1.0,No Risk
121858569.0,14,5,3,6,reebok,31.99,1.0,No Risk
121858569.0,14,5,15,4,topshop,144.5,1.0,No Risk
121858569.0,14,6,27,8,topshop,42.0,1.0,No Risk
121858569.0,16,6,2,7,matalan,94.0,1.0,No Risk
121858569.0,16,6,27,8,topshop,193.5,1.0,No Risk
121858569.0,17,3,9,11,matalan,123.0,1.0,No Risk
121858569.0,17,5,15,4,topshop,153.0,1.0,No Risk
121858569.0,17,6,27,8,matalan,153.0,1.0,No Risk
121858569.0,18,1,15,8,deliveroo,39.97,1.0,No Risk
121858569.0,18,2,13,9,tesco,68.23,1.0,No Risk
121858569.0,18,3,16,2,matalan,205.0,1.0,No Risk
121858569.0,19,2,1,3,tesco,108.45,1.0,No Risk
121858569.0,19,4,22,9,deliveroo,30.22,1.0,No Risk
121858569.0,19,4,31,3,tesco,99.29,1.0,No Risk
121858569.0,20,3,20,4,tesco,116.57,1.0,No Risk
122884111.0,8,4,21,7,tesco,21.2,1.0,No Risk
122884111.0,8,5,9,9,tesco,61.9,1.0,No Risk
122884111.0,8,5,11,3,tesco,95.9,1.0,No Risk
122884111.0,9,3,9,2,tesco,142.52,1.0,No Risk
122884111.0,9,5,19,8,tesco,14.38,1.0,No Risk
122884111.0,9,5,20,5,theworks,4.99,1.0,No Risk
122884111.0,9,5,25,11,tesco,26.68,1.0,No Risk
122884111.0,10,5,4,3,tesco,37.85,1.0,No Risk
122884111.0,10,5,21,1,sportsdirect,46.98,1.0,No Risk
122884111.0,10,6,26,2,sportsdirect,12.99,1.0,No Risk
122884111.0,10,6,26,2,theworks,37.95,1.0,No Risk
122884111.0,11,6,30,4,topshop,93.0,1.0,No Risk
122884111.0,13,6,14,5,sportsdirect,61.98,1.0,No Risk
122884111.0,13,6,30,4,topshop,76.12,1.0,No Risk
122884111.0,16,5,20,5,sportsdirect,64.99,1.0,No Risk
122884111.0,17,4,6,1,sportsdirect,67.98,1.0,No Risk
122884111.0,18,1,5,9,tesco,22.71,1.0,No Risk
122884111.0,18,2,20,9,tesco,57.69,1.0,No Risk
122884111.0,18,2,27,9,tesco,41.66,1.0,No Risk
122884111.0,20,4,6,1,tesco,114.17,-1.0,Medium Risk
124102251.0,4,6,26,11,boots,14.78,1.0,No Risk
124102251.0,5,2,13,9,lloydspharmacy,19.85,1.0,No Risk
124102251.0,5,5,11,11,etsy,68.13,1.0,No Risk
124102251.0,6,0,22,5,sainsburylocal,32.64,1.0,No Risk
124102251.0,6,5,9,9,boots,3.29,1.0,No Risk
124102251.0,6,5,23,9,lloydspharmacy,1.23,1.0,No Risk
124102251.0,6,5,29,7,lloydspharmacy,17.85,1.0,No Risk
124102251.0,7,3,2,11,selfridges,28.38,1.0,No Risk
124102251.0,7,3,7,9,etsy,25.37,1.0,No Risk
124102251.0,7,5,4,11,selfridges,1.87,1.0,No Risk
124102251.0,8,1,10,10,amazon,29.08,1.0,No Risk
124102251.0,8,2,8,11,tesco,59.18,1.0,No Risk
124102251.0,8,2,14,6,tesco,86.25,1.0,No Risk
124102251.0,8,4,7,7,tesco,26.29,1.0,No Risk
124102251.0,9,0,3,7,starbucks,5.6,1.0,No Risk
124102251.0,9,0,13,2,starbucks,7.5,1.0,No Risk
124102251.0,9,0,15,5,starbucks,6.05,1.0,No Risk
124102251.0,9,1,27,6,starbucks,5.6,1.0,No Risk
124102251.0,9,3,9,2,starbucks,6.2,1.0,No Risk
124102251.0,9,3,19,10,starbucks,6.15,1.0,No Risk
124102251.0,9,3,27,4,starbucks,5.35,1.0,No Risk
124102251.0,9,5,11,2,sportsdirect,49.99,1.0,No Risk
124102251.0,10,5,14,10,sportsdirect,125.97,1.0,No Risk
124102251.0,10,6,5,3,sportsdirect,65.99,1.0,No Risk
124102251.0,11,6,9,7,sportsdirect,63.99,1.0,No Risk
124102251.0,11,6,26,11,sportsdirect,95.08,1.0,No Risk
124102251.0,13,6,9,7,tesco,94.22,1.0,No Risk
124102251.0,13,6,26,11,tesco,89.84,1.0,No Risk
124102251.0,13,6,30,7,revella,137.2,1.0,No Risk
124102251.0,15,6,5,2,amazon,1.55,1.0,No Risk
124102251.0,16,5,10,6,tesco,40.26,1.0,No Risk
124102251.0,16,5,11,2,tesco,83.73,1.0,No Risk
124102251.0,17,0,7,8,stitchbystitch,15.96,1.0,No Risk
124102251.0,17,0,26,6,sportsdirect,31.99,1.0,No Risk
124102251.0,17,1,5,9,sportsdirect,29.99,1.0,No Risk
124102251.0,17,1,22,8,stitchbystitch,19.95,1.0,No Risk
124102251.0,17,1,29,8,fatface,84.0,1.0,No Risk
124102251.0,17,3,5,10,fatface,353.5,-1.0,High Risk
124102251.0,17,3,19,1,sportsdirect,76.98,1.0,No Risk
124102251.0,17,3,23,3,revella,145.6,1.0,No Risk
124102251.0,17,5,12,8,revella,3.27,1.0,No Risk
124102251.0,17,5,13,5,blackwell's,27.96,1.0,No Risk
124102251.0,18,0,20,3,tesco,67.97,1.0,No Risk
124102251.0,18,0,26,6,deliveroo,11.24,1.0,No Risk
124102251.0,18,1,27,6,revella,164.5,1.0,No Risk
124102251.0,18,2,26,4,cooplocal,13.95,1.0,No Risk
124102251.0,18,2,30,8,fittedstitch,44.94,1.0,No Risk
124102251.0,18,3,23,3,fatface,265.3,-1.0,Medium Risk
124102251.0,18,4,6,10,amazon,19.8,1.0,No Risk
124102251.0,18,4,12,5,matalan,217.7,1.0,No Risk
124102251.0,18,4,27,10,tesco,80.39,1.0,No Risk
124102251.0,18,5,27,5,hobbylobby,13.93,1.0,No Risk
124102251.0,19,0,13,3,topshop,6.61,1.0,No Risk
124102251.0,19,3,2,11,tesco,71.6,1.0,No Risk
124102251.0,19,3,31,8,revella,39.66,1.0,No Risk
124102251.0,19,4,10,11,fatface,5.51,1.0,No Risk
124102251.0,19,5,4,2,tesco,95.84,1.0,No Risk
124102251.0,20,0,9,10,etsy,10.85,1.0,No Risk
124125096.0,5,4,20,10,deliveroo,21.09,-1.0,Low Risk
124125096.0,6,2,25,1,justeat,28.65,1.0,No Risk
124125096.0,8,5,11,11,tesco,125.11,-1.0,Medium Risk
124125096.0,8,5,21,10,tesco,113.79,1.0,No Risk
124125096.0,8,5,25,11,tesco,162.29,-1.0,Medium Risk
124125096.0,10,6,15,1,stitchbystitch,44.95,1.0,No Risk
124125096.0,11,5,3,6,stitchbystitch,22.0,1.0,No Risk
124125096.0,13,5,2,12,tesco,94.1,1.0,No Risk
124125096.0,13,5,5,8,hobbylobby,22.0,1.0,No Risk
124125096.0,13,6,6,8,sportsdirect,66.98,1.0,No Risk
124125096.0,13,6,26,3,matalan,337.5,-1.0,High Risk
124125096.0,14,6,7,5,wool,14.97,1.0,No Risk
124125096.0,17,2,21,6,tesco,132.97,1.0,No Risk
124125096.0,17,3,15,6,tesco,90.05,1.0,No Risk
124125096.0,18,0,13,2,justeat,23.08,1.0,No Risk
124125096.0,18,0,29,5,tesco,116.21,1.0,No Risk
124125096.0,18,1,11,7,tesco,146.91,1.0,No Risk
124125096.0,18,2,24,5,tesco,105.99,1.0,No Risk
124125096.0,19,0,13,3,tesco,38.88,1.0,No Risk
124125096.0,19,1,14,2,tesco,67.01,1.0,No Risk
124125096.0,19,3,26,1,tesco,39.44,1.0,No Risk
124125096.0,20,4,10,3,tesco,49.62,1.0,No Risk
124377686.0,3,5,27,5,deliveroo,25.78,-1.0,Low Risk
124377686.0,5,4,13,1,justeat,37.38,1.0,No Risk
124377686.0,8,2,5,4,tesco,102.26,1.0,No Risk
124377686.0,8,3,1,6,tesco,72.96,1.0,No Risk
124377686.0,8,5,2,9,tesco,50.64,1.0,No Risk
124377686.0,8,5,18,11,tesco,42.34,1.0,No Risk
124377686.0,9,4,6,1,fivesensesart,12.98,1.0,No Risk
124377686.0,12,0,17,7,tesco,15.43,1.0,No Risk
124377686.0,12,5,25,3,deliveroo,45.79,1.0,No Risk
126929801.0,6,3,5,10,fittedstitch,1.82,1.0,No Risk
126929801.0,7,5,14,1,deliveroo,23.94,1.0,No Risk
126929801.0,7,5,26,8,sainsburylocal,56.54,1.0,No Risk
126929801.0,8,6,1,10,selfridges,54.18,1.0,No Risk
126929801.0,10,5,14,1,sportsdirect,71.99,1.0,No Risk
126929801.0,11,5,11,2,matalan,220.46,1.0,No Risk
126929801.0,11,5,11,2,sportsdirect,44.98,1.0,No Risk
126929801.0,12,5,11,2,revella,47.59,1.0,No Risk
126929801.0,12,5,26,8,fatface,325.49,1.0,No Risk
126929801.0,12,5,26,8,topshop,257.57,1.0,No Risk
126929801.0,13,5,26,8,topshop,197.39,1.0,No Risk
126929801.0,16,0,2,1,tesco,125.72,1.0,No Risk
126929801.0,16,0,8,5,sportsdirect,99.99,1.0,No Risk
126929801.0,16,0,12,6,sportsdirect,111.97,1.0,No Risk
126929801.0,16,0,13,3,sportsdirect,105.0,1.0,No Risk
126929801.0,16,0,31,7,blackwell's,64.91,1.0,No Risk
126929801.0,16,1,12,9,sportsdirect,47.0,1.0,No Risk
126929801.0,16,1,20,6,sportsdirect,54.98,1.0,No Risk
126929801.0,16,2,4,1,blackwell's,57.91,1.0,No Risk
126929801.0,16,3,30,3,blackwell's,59.92,1.0,No Risk
126929801.0,16,4,3,11,sportsdirect,22.0,1.0,No Risk
126929801.0,17,0,8,5,tesco,96.7,1.0,No Risk
126929801.0,17,0,13,3,fatface,200.86,1.0,No Risk
126929801.0,17,1,7,3,sportsdirect,84.98,1.0,No Risk
126929801.0,17,2,4,1,gamestation,49.99,1.0,No Risk
126929801.0,17,2,19,4,sportsdirect,49.99,1.0,No Risk
126929801.0,17,3,1,6,wool,104.5,1.0,No Risk
126929801.0,17,3,7,9,sportsdirect,74.99,1.0,No Risk
126929801.0,17,4,18,8,tesco,84.78,1.0,No Risk
126929801.0,18,0,10,4,hobbylobby,135.83,1.0,No Risk
126929801.0,19,1,17,1,tesco,33.08,1.0,No Risk
126929801.0,19,4,9,6,looselyfitted,3.59,1.0,No Risk
127809299.0,6,0,31,7,sainsbury,15.66,1.0,No Risk
127809299.0,8,2,19,4,tesco,56.6,1.0,No Risk
127809299.0,8,2,24,5,tesco,75.91,1.0,No Risk
127809299.0,8,3,22,6,tesco,17.96,1.0,No Risk
127809299.0,8,3,26,10,tesco,42.87,1.0,No Risk
127809299.0,8,3,31,8,tesco,39.06,1.0,No Risk
127809299.0,9,0,31,7,sportsdirect,179.97,-1.0,High Risk
127809299.0,9,1,30,5,tesco,68.55,1.0,No Risk
127809299.0,9,1,31,10,sportsdirect,127.99,1.0,No Risk
127809299.0,9,2,4,1,tesco,68.41,1.0,No Risk
127809299.0,9,2,27,9,sportsdirect,62.98,1.0,No Risk
127809299.0,9,4,6,1,topshop,138.0,1.0,No Risk
127809299.0,10,2,11,10,sportsdirect,35.0,1.0,No Risk
127809299.0,10,2,17,5,sportsdirect,60.0,1.0,No Risk
127809299.0,10,3,13,7,revella,55.88,1.0,No Risk
127809299.0,10,4,5,5,sportsdirect,49.99,1.0,No Risk
127809299.0,10,6,24,9,tesco,11.53,1.0,No Risk
127809299.0,11,1,21,11,fatface,40.88,1.0,No Risk
127809299.0,11,3,13,7,fatface,170.25,1.0,No Risk
127809299.0,12,1,21,11,tesco,37.05,1.0,No Risk
127809299.0,12,1,28,3,tesco,19.53,1.0,No Risk
127809299.0,12,3,8,6,tesco,75.15,1.0,No Risk
127809299.0,12,6,5,2,topshop,134.25,1.0,No Risk
127809299.0,12,6,19,2,tesco,90.05,1.0,No Risk
127809299.0,13,1,31,1,tesco,53.45,1.0,No Risk
127809299.0,13,4,6,1,fatface,93.38,1.0,No Risk
127809299.0,15,1,3,10,revella,84.0,1.0,No Risk
127809299.0,17,1,3,10,topshop,78.75,1.0,No Risk
127809299.0,18,1,3,10,matalan,52.5,1.0,No Risk
127809299.0,20,0,7,8,tesco,33.52,1.0,No Risk
127809299.0,20,1,3,1,looselyfitted,22.65,-1.0,Low Risk
128030172.0,4,4,24,11,deliveroo,26.94,-1.0,Low Risk
128030172.0,8,2,5,4,sainsbury,62.96,1.0,No Risk
128030172.0,8,4,28,7,sainsbury,180.93,-1.0,High Risk
