,Account No,Hour,DayOfWeek,DayOfMonth,MonthOfYear,Third Party Account No,Third Party Name,Amount,Risk Category
229013,333054026.0,14,2,6,12,,sportsdirect,160.94,No Risk
189122,930277104.0,6,6,15,10,,matalan,32.57,No Risk
26634,812012103.0,15,2,1,2,,gamestation,129.97,No Risk
168003,145387690.0,5,5,16,9,,fittedstitch,8.81,No Risk
32474,973086490.0,9,0,13,2,,reebok,99.99,No Risk
163319,701070224.0,4,3,7,9,,justeat,36.88,No Risk
33457,585625048.0,13,2,15,2,,starbucks,5.7,No Risk
72280,661295096.0,11,1,25,4,,revella,146.97,No Risk
1827,337771621.0,0,6,1,1,,disney,7.99,No Risk
124300,482513594.0,18,2,12,7,,lloydspharmacy,38.06,No Risk
218976,709608057.0,5,2,29,11,,justeat,37.34,No Risk
192204,280268430.0,7,5,21,10,,cooplocal,3.61,No Risk
181826,705848712.0,2,0,2,10,,justeat,14.45,No Risk
45952,690958123.0,10,5,4,3,,topshop,27.5,No Risk
217128,246753533.0,13,5,25,11,,tesco,27.24,No Risk
41378,535273662.0,23,1,28,2,,puregym,18.99,No Risk
100868,370521542.0,7,0,5,6,,tesco,79.59,No Risk
62958,920830317.0,11,6,2,4,,fatface,165.0,No Risk
105470,961077907.0,12,3,15,6,,fatface,119.62,No Risk
147813,126929801.0,17,4,18,8,,tesco,84.78,No Risk
40282,282102606.0,0,2,1,3,,halifax,812.0,No Risk
158152,807098817.0,23,3,31,8,,mojangstudios,5.99,No Risk
41875,519649533.0,23,1,28,2,,squareonix,12.99,No Risk
189908,308897841.0,12,0,16,10,,tesco,17.26,No Risk
96933,973086490.0,23,2,31,5,,grandunionbjj,100.0,No Risk
167761,792845450.0,12,4,15,9,,tesco,83.64,No Risk
67072,221356538.0,9,2,12,4,,tesco,167.13,No Risk
191448,604334058.0,16,3,19,10,,fivesensesart,1.99,No Risk
71138,776108637.0,12,5,22,4,,topshop,216.27,No Risk
126769,581655972.0,8,1,18,7,,coffee#1,5.5,No Risk
208595,632065391.0,16,3,9,11,,tesco,46.6,No Risk
39294,696333897.0,15,1,28,2,,reebok,69.99,No Risk
182113,165691047.0,10,0,2,10,,revella,38.49,No Risk
204498,903953091.0,14,3,2,11,,brilliantbrushes,41.97,No Risk
139491,895750759.0,12,2,2,8,,topshop,146.96,No Risk
138746,446720287.0,10,1,1,8,,sportsdirect,55.98,No Risk
226250,429556122.0,7,5,2,12,,revella,30.8,No Risk
79897,873701090.0,3,0,1,5,,lloydspharmacy,41.27,No Risk
177144,184430449.0,0,6,1,10,,halifax,692.0,No Risk
161942,310740977.0,9,0,4,9,,topshop,187.59,No Risk
187856,315546581.0,20,3,12,10,,tesco,86.23,No Risk
193508,643610517.0,12,0,23,10,,tesco,37.55,No Risk
26294,235310449.0,8,2,1,2,,tesco,92.13,No Risk
226669,124125096.0,13,5,2,12,,tesco,94.1,No Risk
75796,158414827.0,0,0,1,5,,halifax,1296.0,No Risk
124145,290751280.0,10,2,12,7,,sportsdirect,18.98,No Risk
56966,896821055.0,12,4,31,3,,theworks,16.98,No Risk
211876,128033695.0,16,2,15,11,,wool,16.15,No Risk
32639,392270893.0,14,0,13,2,,fatface,51.75,No Risk
143505,718058208.0,6,3,10,8,,selfridges,15.82,No Risk
105993,405945930.0,17,4,16,6,,fatface,247.1,No Risk
151018,534204159.0,11,4,25,8,,fivesensesart,17.18,No Risk
157935,675231808.0,23,3,31,8,,amazon,7.99,No Risk
180427,973086490.0,23,5,30,9,,amazon,7.99,No Risk
228163,706250160.0,3,1,5,12,,revella,15.81,No Risk
98877,583558311.0,14,3,1,6,,sportsdirect,84.99,No Risk
84174,752362502.0,17,1,9,5,,theworks,5.99,No Risk
5611,630468201.0,17,6,1,1,,coffee#1,7.6,No Risk
79926,532478725.0,6,0,1,5,,deliveroo,33.7,No Risk
124197,569687509.0,12,2,12,7,,tesco,66.19,No Risk
181432,346874167.0,12,6,1,10,,reebok,19.99,No Risk
146410,117273481.0,17,1,15,8,,theworks,15.98,No Risk
53892,880546403.0,18,4,24,3,,tesco,141.72,No Risk
206472,654329190.0,16,6,5,11,,revella,100.86,No Risk
221207,656781737.0,0,4,1,12,,lbg,917.0,No Risk
45809,722358036.0,8,5,4,3,,tesco,74.71,No Risk
178480,950234174.0,23,5,30,9,,blizzard,14.99,No Risk
101799,844835978.0,20,1,6,6,,tesco,16.79,No Risk
139517,585625048.0,13,2,2,8,,starbucks,6.05,No Risk
144012,779236304.0,7,4,11,8,,etsy,42.89,Low Risk
135053,913801979.0,23,0,31,7,,grandunionbjj,100.0,No Risk
12920,435984758.0,11,6,15,1,,blackwell's,21.97,No Risk
83449,187541224.0,6,0,8,5,,deliveroo,38.12,No Risk
174865,761272540.0,18,4,29,9,,justeat,17.23,No Risk
217398,151968462.0,6,6,26,11,,looselyfitted,3.91,No Risk
140120,737537711.0,15,3,3,8,,topshop,168.0,No Risk
60084,517190750.0,23,4,31,3,,xbox,7.0,No Risk
54425,569687509.0,10,6,26,3,,tesco,73.95,No Risk
53196,950234174.0,13,2,22,3,,sportsdirect,117.1,No Risk
79019,925037906.0,23,6,30,4,,amazon,7.99,No Risk
69584,173317688.0,12,1,18,4,,justeat,41.4,No Risk
161775,687135796.0,5,0,4,9,,revella,20.75,No Risk
127709,639549973.0,12,3,20,7,,sportsdirect,72.99,No Risk
96961,420109571.0,23,2,31,5,,xbox,7.0,No Risk
218127,901432314.0,11,0,27,11,,fivesensesart,117.97,Low Risk
121448,203466392.0,8,4,7,7,,boots,24.36,No Risk
106427,345582855.0,11,5,17,6,,matalan,87.69,No Risk
95602,823208989.0,23,2,31,5,,disney,7.99,No Risk
45439,108931112.0,9,4,3,3,,sportsdirect,31.99,No Risk
114459,660561861.0,23,4,30,6,,netflix,15.99,No Risk
202364,497772347.0,23,1,31,10,,grandunionbjj,100.0,No Risk
118999,175452235.0,11,6,2,7,,tesco,32.11,No Risk
27627,518466565.0,12,4,3,2,,fatface,125.3,No Risk
109921,264550521.0,10,6,25,6,,sportsdirect,27.99,No Risk
157909,750898750.0,23,3,31,8,,mojangstudios,5.99,No Risk
151849,549414742.0,8,6,27,8,,looselyfitted,17.75,No Risk
134269,891716230.0,23,0,31,7,950234174.0,,2590.0,No Risk
173599,480557476.0,5,2,27,9,,tesco,29.78,No Risk
15429,321372947.0,16,4,20,1,,blackwell's,4.99,No Risk
20698,151916463.0,8,1,31,1,,fittedstitch,26.94,No Risk
114479,429235692.0,23,4,30,6,,squareonix,12.99,No Risk
34189,119943495.0,12,4,17,2,,tesco,126.96,No Risk
177506,127809299.0,23,5,30,9,,puregym,18.99,No Risk
46722,497772347.0,15,6,5,3,,brilliantbrushes,49.99,No Risk
222592,450896297.0,23,3,30,11,,amazon,7.99,No Risk
151576,108481285.0,12,5,26,8,,sportsdirect,12.99,No Risk
168309,949032480.0,12,5,16,9,,blackwell's,21.01,No Risk
118823,642015139.0,9,6,2,7,,blackwell's,21.97,No Risk
191581,873701090.0,19,3,19,10,,lloydspharmacy,5.02,No Risk
142627,252760664.0,7,1,8,8,,selfridges,25.39,No Risk
195865,471897866.0,9,5,28,10,,tesco,49.21,No Risk
49616,258201793.0,18,6,12,3,,justeat,39.39,No Risk
207755,719586818.0,5,2,8,11,,etsy,27.29,No Risk
7546,871866387.0,9,3,5,1,,tesco,18.83,No Risk
128584,832564361.0,10,5,22,7,,sainsbury,41.96,No Risk
209669,187111705.0,13,5,11,11,,starbucks,5.7,No Risk
201026,851649498.0,23,1,31,10,,netflix,15.99,No Risk
46367,815993333.0,10,6,5,3,,sportsdirect,147.98,No Risk
101107,455052690.0,13,0,5,6,,sportsdirect,54.97,Low Risk
166547,653640811.0,18,1,12,9,,amazon,19.32,No Risk
187894,409971170.0,3,4,13,10,,looselyfitted,6.71,No Risk
37231,767447966.0,11,5,25,2,,gamestation,29.99,No Risk
90191,909669130.0,16,2,24,5,,topshop,114.76,No Risk
24600,720221651.0,23,1,31,1,,netflix,15.99,No Risk
52895,720742759.0,15,1,21,3,,sportsdirect,96.98,No Risk
190528,531186970.0,17,1,17,10,,sportsdirect,82.0,No Risk
175803,187541224.0,9,5,30,9,,theworks,17.39,No Risk
113934,838415080.0,0,5,1,7,,halifax,928.0,No Risk
205294,874431242.0,3,5,4,11,,matalan,23.91,No Risk
85971,806358207.0,10,6,14,5,,brilliantbrushes,7.15,No Risk
69333,587202562.0,18,0,17,4,,tesco,127.16,No Risk
149881,855129444.0,19,1,22,8,,tesco,84.77,No Risk
46737,596171893.0,16,6,5,3,,theworks,15.97,No Risk
66100,996042490.0,17,6,9,4,,brilliantbrushes,15.98,No Risk
101613,793781222.0,14,1,6,6,,revella,170.8,Low Risk
156267,856461967.0,23,3,31,8,,squareonix,12.99,No Risk
73381,147341222.0,13,4,28,4,,tesco,160.28,No Risk
5631,170637730.0,17,6,1,1,,thecrown,7.5,No Risk
221860,741269136.0,23,3,30,11,,puregym,18.99,No Risk
162166,940569402.0,17,0,4,9,,amazon,14.33,No Risk
51256,954263768.0,13,4,17,3,,tesco,45.96,No Risk
178778,979122276.0,23,5,30,9,,netflix,15.99,No Risk
49040,815385232.0,12,5,11,3,,looselyfitted,92.0,No Risk
31548,173335108.0,10,5,11,2,,gamestation,49.99,No Risk
117624,750898750.0,23,4,30,6,,disney,7.99,No Risk
111991,257633312.0,23,3,29,6,726913482.0,,740.0,No Risk
43870,550644516.0,23,1,28,2,,puregym,18.99,No Risk
188708,736340277.0,11,5,14,10,,looselyfitted,3.64,No Risk
150329,500043411.0,20,2,23,8,,sainsburylocal,58.72,No Risk
8432,897592348.0,20,4,6,1,,tesco,37.89,No Risk
126754,466649401.0,8,1,18,7,,tesco,83.89,No Risk
199209,322221939.0,0,2,1,11,,lbg,803.0,No Risk
32861,215426302.0,6,1,14,2,,selfridges,45.07,No Risk
98045,211493028.0,23,2,31,5,,grandunionbjj,100.0,No Risk
72788,901432314.0,18,2,26,4,,hobbylobby,99.97,Medium Risk
48121,873701090.0,9,3,9,3,,sportsdirect,57.0,No Risk
227868,987656636.0,13,0,4,12,,cooplocal,18.16,No Risk
3256,812692024.0,0,6,1,1,,disney,7.99,No Risk
133215,799286313.0,9,0,31,7,,sportsdirect,12.99,No Risk
16175,500043411.0,9,6,22,1,,theworks,23.96,No Risk
50084,358836279.0,8,1,14,3,,tesco,131.77,No Risk
15653,786141370.0,9,5,21,1,,fivesensesart,9.99,No Risk
150094,857455726.0,9,2,23,8,,reebok,5.99,No Risk
83341,333054026.0,16,6,7,5,690523499.0,,70.0,No Risk
43198,977899503.0,23,1,28,2,,puregym,18.99,No Risk
138387,703478110.0,23,0,31,7,,netflix,15.99,No Risk
104644,223207876.0,9,1,13,6,,sportsdirect,19.99,No Risk
44494,108931112.0,10,2,1,3,,tesco,48.44,No Risk
127914,183888402.0,21,3,20,7,,deliveroo,33.52,No Risk
137822,820686957.0,23,0,31,7,,disney,7.99,No Risk
118007,376271050.0,9,5,1,7,,fivesensesart,6.99,No Risk
7690,718058208.0,11,3,5,1,,fivesensesart,13.97,No Risk
163398,124102251.0,7,3,7,9,,etsy,25.37,No Risk
19923,766941757.0,14,0,30,1,,revella,185.0,No Risk
80066,195895574.0,9,0,1,5,,tesco,43.13,No Risk
110195,380228542.0,17,6,25,6,,revella,157.5,No Risk
181917,730002588.0,6,0,2,10,,cooplocal,21.07,No Risk
58057,225210798.0,0,5,1,4,,lbg,849.0,No Risk
34899,605711527.0,11,6,19,2,,tesco,112.08,No Risk
177161,450896297.0,0,6,1,10,,halifax,485.0,No Risk
17448,973388795.0,17,1,24,1,,topshop,87.46,No Risk
184777,769311479.0,8,5,7,10,,topshop,2.72,No Risk
102412,722971557.0,10,3,8,6,,sportsdirect,28.97,No Risk
114961,570575024.0,23,4,30,6,,netflix,15.99,No Risk
148257,471897866.0,11,5,19,8,,tesco,28.41,No Risk
4198,806358207.0,0,6,1,1,,puregym,18.99,No Risk
28205,433917275.0,11,5,4,2,,stitchbystitch,23.94,No Risk
31755,736340277.0,14,5,11,2,,theworks,23.96,No Risk
98101,250895529.0,23,2,31,5,,puregym,18.99,No Risk
25888,149684419.0,23,1,31,1,,xbox,7.0,No Risk
111180,795847804.0,3,2,28,6,,amazon,32.16,No Risk
198405,399144202.0,15,1,31,10,,sportsdirect,71.66,No Risk
210291,279149837.0,13,6,12,11,,fatface,66.5,No Risk
29188,605711527.0,10,0,6,2,,selfridges,161.0,No Risk
107846,151916463.0,9,1,20,6,,sportsdirect,35.02,No Risk
177600,876890798.0,23,5,30,9,,netflix,15.99,No Risk
166753,266777719.0,8,2,13,9,,tesco,48.84,No Risk
120247,939972497.0,16,1,4,7,,topshop,40.98,No Risk
97758,261894284.0,23,2,31,5,,blizzard,14.99,No Risk
31952,558875206.0,10,6,12,2,,sportsdirect,56.99,No Risk
177305,365608668.0,0,6,1,10,,lbg,669.0,No Risk
95263,208381936.0,23,2,31,5,,amazon,7.99,No Risk
37261,815385232.0,12,5,25,2,,sportsdirect,5.99,No Risk
223263,219399150.0,23,3,30,11,,puregym,18.99,No Risk
96142,478412511.0,23,2,31,5,,xbox,7.0,No Risk
73889,698955014.0,19,5,29,4,,tesco,126.92,No Risk
154887,338022396.0,23,3,31,8,773633520.0,,520.0,No Risk
157572,534583529.0,23,3,31,8,,squareonix,12.99,No Risk
171917,285220959.0,19,5,23,9,,sainsbury,11.54,No Risk
91837,624500124.0,15,6,28,5,,tesco,42.6,No Risk
217689,391688371.0,13,6,26,11,,sportsdirect,22.02,No Risk
89090,531186970.0,15,6,21,5,,theworks,29.96,Low Risk
80452,807714284.0,16,0,1,5,,tesco,82.61,No Risk
224733,113747882.0,23,3,30,11,,blizzard,14.99,No Risk
127655,352291960.0,9,3,20,7,,sportsdirect,22.98,No Risk
25430,346874167.0,23,1,31,1,,puregym,18.99,No Risk
60350,303843160.0,23,4,31,3,,netflix,15.99,No Risk
177907,853907490.0,23,5,30,9,,netflix,15.99,No Risk
147969,832564361.0,5,5,19,8,,fittedstitch,3.43,No Risk
68119,151968462.0,8,5,15,4,,fatface,47.1,No Risk
35846,532478725.0,16,1,21,2,,blackwell's,28.18,No Risk
23857,850290152.0,23,1,31,1,,puregym,18.99,No Risk
48338,930271460.0,18,3,9,3,,tesco,73.34,No Risk
223074,595800644.0,23,3,30,11,,blizzard,14.99,No Risk
140074,550169791.0,13,3,3,8,,deliveroo,6.99,No Risk
2578,429556122.0,0,6,1,1,,puregym,18.99,No Risk
84962,556992209.0,17,3,11,5,,wool,7.99,No Risk
151919,893134725.0,10,6,27,8,,reebok,97.98,No Risk
181561,895750759.0,13,6,1,10,,revella,123.99,No Risk
112863,340321732.0,13,4,30,6,,reebok,69.98,No Risk
18540,783650950.0,12,4,27,1,,tesco,98.36,No Risk
7815,682194230.0,16,3,5,1,,topshop,110.56,No Risk
4928,761272540.0,10,6,1,1,,blackwell's,32.95,No Risk
93578,158414827.0,15,2,31,5,,sportsdirect,131.98,No Risk
180971,624500124.0,3,6,1,10,,selfridges,13.69,No Risk
54575,691843653.0,12,6,26,3,,tesco,33.12,No Risk
11941,224524792.0,11,4,13,1,,blackwell's,34.95,No Risk
185801,433917275.0,2,0,9,10,,sainsbury,35.95,No Risk
27267,565175333.0,17,3,2,2,,tesco,92.03,No Risk
9148,600585971.0,10,6,8,1,,sportsdirect,50.0,No Risk
64607,741903302.0,9,3,6,4,,coffee#1,5.4,No Risk
37795,111137699.0,8,0,27,2,,cooplocal,113.4,No Risk
120354,416060965.0,19,1,4,7,,revella,37.47,No Risk
194864,586315521.0,9,3,26,10,,coffee#1,6.9,No Risk
129586,718058208.0,10,0,24,7,,topshop,107.07,No Risk
84364,663479159.0,9,2,10,5,,theworks,27.96,No Risk
225020,282046994.0,23,3,30,11,,blizzard,14.99,No Risk
212253,570410059.0,9,3,16,11,,topshop,98.49,No Risk
68562,833499132.0,9,6,16,4,,matalan,178.88,Low Risk
48820,347110339.0,9,5,11,3,,blackwell's,5.99,No Risk
188966,741903302.0,18,5,14,10,,tesco,33.48,No Risk
214035,141521177.0,12,6,19,11,,fatface,97.99,No Risk
173248,152616936.0,9,1,26,9,,wool,54.95,No Risk
210535,549414742.0,4,0,13,11,,boots,38.48,No Risk
28900,867679563.0,14,6,5,2,,tesco,37.07,No Risk
51565,967989787.0,10,5,18,3,,matalan,20.62,No Risk
88675,609939116.0,15,5,20,5,,theworks,46.04,Low Risk
60375,225210798.0,23,4,31,3,,amazon,7.99,No Risk
158869,203466392.0,23,3,31,8,,blizzard,14.99,No Risk
180009,310620484.0,23,5,30,9,,disney,7.99,No Risk
23300,630468201.0,23,1,31,1,,puregym,18.99,No Risk
118115,678726554.0,10,5,1,7,,cassart,16.98,No Risk
219337,853907490.0,21,2,29,11,,justeat,14.2,No Risk
126220,873693307.0,6,0,17,7,,amazon,39.58,No Risk
101384,482513594.0,8,1,6,6,,tesco,17.91,No Risk
141427,836110591.0,2,6,6,8,,justeat,26.3,No Risk
79263,282046994.0,23,6,30,4,,grandunionbjj,100.0,No Risk
209569,329840194.0,11,5,11,11,,fivesensesart,20.15,No Risk
151139,435984758.0,17,4,25,8,,sportsdirect,35.03,No Risk
32605,849096144.0,13,0,13,2,,starbucks,6.1,No Risk
221838,849096144.0,23,3,30,11,,blizzard,14.99,No Risk
103568,851181128.0,3,6,11,6,,fittedstitch,0.61,No Risk
205234,158414827.0,19,4,3,11,,tesco,6.9,No Risk
210455,417850087.0,1,0,13,11,,tesco,13.74,No Risk
51551,549414742.0,10,5,18,3,,fivesensesart,62.21,No Risk
107636,417850087.0,18,0,19,6,,topshop,219.09,No Risk
72168,625281433.0,6,1,25,4,,justeat,14.49,No Risk
123920,851649498.0,19,1,11,7,,boots,0.9,No Risk
196798,802697323.0,3,0,30,10,,deliveroo,37.38,No Risk
165176,108481285.0,11,6,10,9,,amazon,25.23,No Risk
179665,196289502.0,23,5,30,9,,squareonix,12.99,No Risk
81287,373875019.0,12,2,3,5,,fatface,34.3,No Risk
104689,964702094.0,11,1,13,6,,tesco,122.17,No Risk
103903,572384506.0,14,6,11,6,,sportsdirect,42.61,No Risk
225817,202320275.0,12,4,1,12,,sainsburylocal,67.35,No Risk
654,668692488.0,0,6,1,1,,lbg,543.0,No Risk
185863,134847904.0,5,0,9,10,,justeat,36.53,No Risk
44620,890830949.0,13,2,1,3,,tesco,123.13,No Risk
159301,169689461.0,23,3,31,8,,puregym,18.99,No Risk
176306,316793091.0,18,5,30,9,,hobbylobby,51.49,Medium Risk
25178,348460748.0,23,1,31,1,,puregym,18.99,No Risk
63626,583579399.0,17,0,3,4,,fatface,199.0,No Risk
78855,616924659.0,23,6,30,4,,disney,7.99,No Risk
96088,641764023.0,23,2,31,5,,disney,7.99,No Risk
194453,277562576.0,11,2,25,10,,revella,92.61,No Risk
159392,779816907.0,23,3,31,8,,amazon,7.99,No Risk
220029,554792076.0,7,3,30,11,,looselyfitted,42.85,No Risk
19037,245690309.0,13,5,28,1,,topshop,154.5,No Risk
108516,536924114.0,20,2,21,6,,tesco,30.06,No Risk
125712,235310449.0,3,6,16,7,,amazon,20.74,No Risk
27814,901432314.0,17,4,3,2,,brilliantbrushes,36.98,No Risk
107134,383345285.0,16,6,18,6,,sportsdirect,112.98,High Risk
147938,237493332.0,3,5,19,8,,justeat,8.75,No Risk
198521,835736339.0,18,1,31,10,,tesco,48.87,No Risk
178365,948558249.0,23,5,30,9,,mojangstudios,5.99,No Risk
3682,833499132.0,0,6,1,1,,mojangstudios,5.99,No Risk
167067,305778936.0,3,3,14,9,,revella,23.0,No Risk
171329,449871732.0,18,4,22,9,,hobbylobby,49.99,No Risk
43639,124125096.0,23,1,28,2,,disney,7.99,No Risk
7680,782013626.0,11,3,5,1,,topshop,240.38,No Risk
112989,494977194.0,17,4,30,6,,sportsdirect,15.98,No Risk
146806,625281433.0,16,2,16,8,,tesco,132.77,No Risk
189609,985188462.0,1,0,16,10,,deliveroo,43.18,No Risk
159090,479366718.0,23,3,31,8,,xbox,7.0,No Risk
174202,398429109.0,8,3,28,9,,tesco,44.67,No Risk
66474,285115279.0,18,0,10,4,,deliveroo,22.64,No Risk
8067,630468201.0,9,4,6,1,,sportsdirect,37.98,No Risk
89884,897714622.0,17,1,23,5,,sportsdirect,87.98,No Risk
80255,461029994.0,11,0,1,5,,brilliantbrushes,29.99,No Risk
225665,596171893.0,9,4,1,12,,sportsdirect,51.99,No Risk
98684,627936697.0,10,3,1,6,,topshop,193.5,High Risk
25172,116598243.0,23,1,31,1,,netflix,15.99,No Risk
180180,744398361.0,23,5,30,9,,puregym,18.99,No Risk
10061,376271050.0,16,0,9,1,,hobbylobby,4.99,No Risk
29799,987390838.0,11,1,7,2,,matalan,88.89,No Risk
192362,303843160.0,10,5,21,10,,fatface,42.0,No Risk
135967,311467864.0,23,0,31,7,,mojangstudios,5.99,No Risk
192374,242218612.0,10,5,21,10,,sportsdirect,28.0,No Risk
214241,987163717.0,0,0,20,11,,deliveroo,34.24,No Risk
100083,585596026.0,14,5,3,6,,sportsdirect,49.99,No Risk
99737,155317149.0,9,5,3,6,,tesco,88.52,No Risk
33048,310740977.0,13,1,14,2,,topshop,138.59,No Risk
188905,223207876.0,15,5,14,10,,topshop,238.0,No Risk
49324,904154012.0,10,6,12,3,,topshop,80.0,No Risk
7394,844835978.0,18,2,4,1,,tesco,9.95,No Risk
140698,666952234.0,16,4,4,8,,tesco,37.43,No Risk
60826,750094757.0,23,4,31,3,,grandunionbjj,100.0,No Risk
204076,348325817.0,4,3,2,11,,justeat,29.05,No Risk
191681,187111705.0,6,4,20,10,,sainsbury,15.1,No Risk
139628,494156462.0,17,2,2,8,,deliveroo,28.59,No Risk
203379,984783496.0,7,2,1,11,,fatface,22.52,No Risk
148404,899742927.0,16,5,19,8,,sportsdirect,87.99,No Risk
145127,152616936.0,9,6,13,8,,grandunionbjj,127.98,No Risk
62319,162370388.0,10,5,1,4,,matalan,40.0,No Risk
121242,994214354.0,17,3,6,7,,deliveroo,26.34,No Risk
36396,417850087.0,9,3,23,2,,starbucks,4.3,No Risk
148227,769311479.0,11,5,19,8,,fatface,289.07,Medium Risk
49775,570410059.0,10,0,13,3,,matalan,19.5,No Risk
17583,630468201.0,7,2,25,1,,justeat,43.03,Low Risk
66852,744398361.0,17,1,11,4,,revella,20.49,No Risk
104857,824916823.0,19,1,13,6,,cooplocal,58.63,No Risk
85589,806358207.0,9,5,13,5,,theworks,31.29,No Risk
142629,984783496.0,7,1,8,8,,cooplocal,26.6,No Risk
188074,853907490.0,9,4,13,10,,sainsburylocal,40.57,No Risk
128092,402438092.0,9,4,21,7,,sportsdirect,22.0,No Risk
169854,256002321.0,15,1,19,9,,revella,43.49,No Risk
218835,736340277.0,18,1,28,11,,tesco,21.41,No Risk
10536,514362267.0,14,1,10,1,,thecrown,14.0,No Risk
57845,572136270.0,0,5,1,4,,lbg,834.0,No Risk
99413,248658670.0,16,4,2,6,,topshop,262.5,No Risk
145718,138351025.0,9,0,14,8,,tesco,113.6,No Risk
172252,856957948.0,12,6,24,9,,craftastic,14.97,No Risk
89551,487051121.0,19,0,22,5,,tesco,71.74,No Risk
165322,718058208.0,13,6,10,9,,topshop,41.99,No Risk
196991,979892433.0,9,0,30,10,,tesco,95.93,No Risk
3776,537487133.0,0,6,1,1,,mojangstudios,5.99,No Risk
128175,982286721.0,13,4,21,7,,tesco,13.19,No Risk
170627,331450202.0,8,3,21,9,,tesco,48.22,No Risk
61607,706361191.0,23,4,31,3,,puregym,18.99,No Risk
107300,191161970.0,8,0,19,6,,tesco,33.12,No Risk
169455,660874296.0,18,0,18,9,,hobbylobby,64.97,Medium Risk
163505,815993333.0,10,3,7,9,,fittedstitch,13.4,No Risk
118975,143061865.0,11,6,2,7,,topshop,175.7,No Risk
151517,348325817.0,11,5,26,8,,amazon,41.12,No Risk
164475,285428103.0,9,5,9,9,,tesco,89.98,No Risk
23535,461029994.0,23,1,31,1,,puregym,18.99,No Risk
17541,994214354.0,19,1,24,1,534204159.0,,1870.0,High Risk
125841,912705941.0,10,6,16,7,,amazon,6.03,No Risk
87372,570410059.0,10,2,17,5,,revella,50.98,No Risk
150220,308505160.0,17,2,23,8,,fatface,27.3,No Risk
120303,187541224.0,17,1,4,7,,topshop,100.09,No Risk
50618,116598243.0,16,2,15,3,,fatface,115.5,No Risk
181999,585625048.0,8,0,2,10,,tesco,57.9,No Risk
13589,108812033.0,13,0,16,1,,tesco,133.31,No Risk
140347,987656636.0,3,4,4,8,,etsy,18.16,No Risk
168128,317161035.0,8,5,16,9,,tesco,56.87,No Risk
110747,229205098.0,4,1,27,6,,tesco,18.04,No Risk
63270,235310449.0,18,6,2,4,,fatface,230.3,No Risk
177358,452974357.0,23,5,30,9,,grandunionbjj,100.0,No Risk
215477,836110591.0,8,2,22,11,,topshop,28.78,No Risk
157751,760704118.0,23,3,31,8,,disney,7.99,No Risk
50967,165045150.0,16,3,16,3,,gamestation,49.99,No Risk
59089,576188756.0,23,4,31,3,,netflix,15.99,No Risk
168782,719586818.0,11,6,17,9,,sportsdirect,63.11,No Risk
189816,511179916.0,9,0,16,10,,tesco,147.52,No Risk
48143,593191200.0,9,3,9,3,,reebok,29.99,No Risk
1187,399144202.0,0,6,1,1,,grandunionbjj,100.0,No Risk
150956,383833857.0,9,4,25,8,,starbucks,7.15,No Risk
212587,719586818.0,4,4,17,11,,fatface,7.09,No Risk
163736,435984758.0,19,3,7,9,,topshop,4.26,No Risk
26002,574548998.0,23,1,31,1,,disney,7.99,No Risk
49158,383833857.0,19,5,11,3,,tesco,55.04,No Risk
37406,889916166.0,18,5,25,2,,deliveroo,13.38,No Risk
84033,497772347.0,11,1,9,5,,fivesensesart,18.48,No Risk
104831,540159353.0,18,1,13,6,,topshop,91.0,No Risk
141792,221868392.0,12,6,6,8,,fatface,218.36,Low Risk
194917,722358036.0,10,3,26,10,,sportsdirect,79.99,No Risk
144213,598586358.0,13,4,11,8,,tesco,37.32,No Risk
128561,832564361.0,10,5,22,7,,sainsbury,2.51,No Risk
111117,310375875.0,19,1,27,6,,selfridges,15.43,No Risk
170164,795847804.0,8,2,20,9,,sainsburylocal,1.32,No Risk
186494,408057540.0,6,1,10,10,,sainsbury,42.38,No Risk
149820,851649498.0,17,1,22,8,,amazon,10.13,No Risk
118727,586315521.0,4,6,2,7,,amazon,0.99,No Risk
187604,896821055.0,9,3,12,10,,blackwell's,35.95,No Risk
36837,287480331.0,12,4,24,2,,deliveroo,24.99,No Risk
97917,815385232.0,23,2,31,5,,puregym,18.99,No Risk
44560,266777719.0,11,2,1,3,,looselyfitted,174.3,No Risk
172766,849096144.0,11,0,25,9,,sportsdirect,77.99,No Risk
193273,651756497.0,6,0,23,10,,fatface,20.31,No Risk
165937,449871732.0,17,0,11,9,,sportsdirect,5.99,No Risk
216245,321372947.0,18,3,23,11,,tesco,14.62,No Risk
78309,506618547.0,23,6,30,4,,disney,7.99,No Risk
192230,683319988.0,8,5,21,10,,looselyfitted,35.15,No Risk
36509,554792076.0,13,3,23,2,,matalan,56.62,No Risk
225010,859264768.0,23,3,30,11,,puregym,18.99,No Risk
197007,684988568.0,10,0,30,10,,tesco,42.07,No Risk
183733,769311479.0,8,3,5,10,,tesco,84.36,No Risk
190875,924045955.0,10,2,18,10,,topshop,97.12,No Risk
